DATE,LABEL,logger,minT,maxT,meanT,RAD,Transect,Serial,UTME_CORR,UTMN_CORR,WTRSHD,ASPECT,TR_ORIENT,TOTRAD_old,TOTRAD,BEDROCK,BEERS,ELEV,TR_ELEV,FIREFREQ,FIREHIST,GEOL_FOR,HILLSHAD,M1_PRR,M2_PRR,M3_PRR,M4_PRR,M5_PRR,M6_PRR,NDVI_JUN,SLOPE,LOG.STRDST,STRDST,TCI,TOT_PRR,UNDISTUR,VEGMACK,MONTH,Tmin.syn,Tmin.lapse,Tmax.syn,Tmax.lapse,minSYN,maxSYN
01/29/2006,icc142a94,101,0,3,1.5,3380.945557,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,4.553240458,-0.003250782,21.38186258,-0.007682581,-1.330674962,7.47639097
01/29/2006,icf140a09,102,0,2.5,1.25,3464.628174,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,4.553240458,-0.003250782,21.38186258,-0.007682581,-1.265659322,7.63004259
01/30/2006,i0514252c,107,-1.55555555555556,3.44444444444445,0.944444444444445,4180.772461,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-2.815804538,6.668098092
01/30/2006,i201423f0,99,-3.5,1.94444444444444,-0.777777777777778,3408.968018,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-3.159735498,5.259028788
01/30/2006,i4413f5d9,98,-3.5,2.5,-0.5,3434.219482,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-3.205872578,5.070007296
01/30/2006,i81143268,104,-3.5,3,-0.25,3382.875488,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-2.943730078,6.143993046
01/30/2006,i961422c9,108,-1.55555555555556,3,0.722222222222222,4929.00293,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-2.813707398,6.676689978
01/30/2006,ia31439b1,100,-2.5,4,0.750000000000001,3386.163574,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-3.115695558,5.439458394
01/30/2006,ibb14196e,105,-2.5,1.94444444444444,-0.277777777777778,3491.060303,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-2.903884418,6.30723888
01/30/2006,ibb144676,103,-3,3.44444444444445,0.222222222222223,3399.455078,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-2.987770018,5.96356344
01/30/2006,ic8142ab2,106,-2.05555555555556,1.94444444444444,-0.0555555555555554,3701.223877,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-2.870330178,6.444709056
01/30/2006,icc142a94,101,-2.5,2.5,0,3417.724609,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-3.071655618,5.619888
01/30/2006,icf140a09,102,-3.5,3,-0.25,3501.558594,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,0.724167782,-0.00209714,21.17120166,-0.008591886,-3.029712818,5.79172572
01/31/2006,i0514252c,107,-5,-1,-3,4218.200195,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-6.970027157,3.741354948
01/31/2006,i201423f0,99,-7.05555555555556,-2.5,-4.77777777777778,3446.544189,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.880415101,2.602677692
01/31/2006,i4413f5d9,98,-6.55555555555556,-1.55555555555556,-4.05555555555556,3473.643066,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-8.002540313,2.449928304
01/31/2006,i81143268,104,-5.5,-1.55555555555556,-3.52777777777778,3420.243408,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.308647063,3.317822554
01/31/2006,i961422c9,108,-4.55555555555556,0.499999999999999,-2.02777777777778,4963.978516,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-6.964476011,3.748298102
01/31/2006,ia31439b1,100,-6.55555555555556,-1,-3.77777777777778,3423.719971,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.763841035,2.748483926
01/31/2006,ibb14196e,105,-4.55555555555556,-1.55555555555556,-3.05555555555556,3530.053223,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.203175289,3.44974248
01/31/2006,ibb144676,103,-5,-1.55555555555556,-3.27777777777778,3436.947998,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.425221129,3.17201632
01/31/2006,ic8142ab2,106,-4.05555555555556,-2.5,-3.27777777777778,3741.134521,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.114356953,3.560832944
01/31/2006,icc142a94,101,-5,-1.55555555555556,-3.27777777777778,3455.21167,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.647266969,2.89429016
01/31/2006,icf140a09,102,-5.5,-1.55555555555556,-3.52777777777778,3539.202148,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,01,2.400307291,-0.005551146,15.4613989,-0.006943154,-7.536244049,3.03315324
02/01/2006,i0514252c,107,-4.05555555555556,0.944444444444446,-1.55555555555556,4256.244629,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.358778103,4.984893088
02/01/2006,i201423f0,99,-2.5,3,0.25,3484.805664,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.865386895,4.417272032
02/01/2006,i4413f5d9,98,-1,3,1,3513.793213,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.933346611,4.341127744
02/01/2006,i81143268,104,-2.5,1.94444444444444,-0.277777777777778,3458.293701,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.547211861,4.773765744
02/01/2006,i961422c9,108,-4.05555555555556,0.944444444444446,-1.55555555555556,4999.438477,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.355689025,4.988354192
02/01/2006,ia31439b1,100,-3,3.44444444444445,0.222222222222223,3461.963135,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.800516257,4.489955216
02/01/2006,ibb14196e,105,-3,1.5,-0.749999999999999,3569.757812,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.488519379,4.83952672
02/01/2006,ibb144676,103,-1,3,1,3475.125488,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.612082499,4.70108256
02/01/2006,ic8142ab2,106,-3.5,0.499999999999999,-1.5,3781.760986,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.439094131,4.894904384
02/01/2006,icc142a94,101,-2.05555555555556,4,0.972222222222223,3493.380615,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.735645619,4.5626384
02/01/2006,icf140a09,102,-1.55555555555556,5.5,1.97222222222222,3577.525879,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,02,-2.144414439,-0.003089078,10.82723664,-0.003461104,-7.673864059,4.63186048
02/02/2006,i0514252c,107,-1,0.499999999999999,-0.250000000000001,4391.916992,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.719234016,6.271840044
02/02/2006,i201423f0,99,0,1.94444444444444,0.972222222222222,3523.732666,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.535165664,5.344853496
02/02/2006,i4413f5d9,98,0.499999999999999,2.5,1.5,3554.650146,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.510473568,5.220501642
02/02/2006,i81143268,104,0,1.5,0.750000000000001,3497.007568,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.650769568,5.927046267
02/02/2006,i961422c9,108,-0.499999999999999,0.944444444444446,0.222222222222223,5203.142578,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.720356384,6.277492401
02/02/2006,ia31439b1,100,0,2.5,1.25,3500.873535,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.558735392,5.463552993
02/02/2006,ibb14196e,105,0.499999999999999,1.94444444444444,1.22222222222222,3610.15332,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.67209456,6.03444105
02/02/2006,ibb144676,103,0.499999999999999,2.5,1.5,3513.967773,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.62719984,5.80834677
02/02/2006,ic8142ab2,106,-0.499999999999999,0.944444444444446,0.222222222222223,3823.081543,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.690052448,6.124878762
02/02/2006,icc142a94,101,0.499999999999999,2.5,1.5,3532.212402,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.58230512,5.58225249
02/02/2006,icf140a09,102,0.499999999999999,1.94444444444444,1.22222222222222,3616.509277,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,02,-2.6137912,0.001122368,15.81301866,-0.005652357,-0.60475248,5.69529963
02/03/2006,i0514252c,107,0.499999999999999,3.44444444444445,1.97222222222222,4432.772461,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.222229419,8.089313616
02/03/2006,i201423f0,99,0,3.44444444444445,1.72222222222222,3563.306641,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.659958703,7.184426724
02/03/2006,i4413f5d9,98,0,3.44444444444445,1.72222222222222,3596.193115,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.718678485,7.063039458
02/03/2006,i81143268,104,0.499999999999999,3.44444444444445,1.97222222222222,3536.36499,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.38504336,7.752739833
02/03/2006,i961422c9,108,0,2.5,1.25,5241.083496,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.219560338,8.094831219
02/03/2006,ia31439b1,100,0.499999999999999,5.94444444444445,3.22222222222222,3540.432129,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.603908002,7.300296387
02/03/2006,ibb14196e,105,0.499999999999999,3,1.75,3651.220703,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.334330821,7.85757429
02/03/2006,ibb144676,103,0.499999999999999,3.44444444444445,1.97222222222222,3553.455322,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.441094061,7.63687017
02/03/2006,ic8142ab2,106,0.499999999999999,3,1.75,3865.075195,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.291625525,7.945855938
02/03/2006,icc142a94,101,0.499999999999999,5.94444444444445,3.22222222222222,3571.687744,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.547857301,7.41616605
02/03/2006,icf140a09,102,0,6.5,3.25,3656.133057,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,02,3.283179309,-0.002669081,17.40302748,-0.005517603,-1.494475681,7.52651811
02/04/2006,i0514252c,107,-7.05555555555556,3,-2.02777777777778,4474.203125,6 - Nol Clingmans,05 000000 14252C 21,274433,3938026,NOL,133.1,E,2352817.976,2352739.616,9,1.03,1688,1772.272727,0,0,59,112,1601,1925,2004,1984,1829,1456,102,15.92,2.65,14.14,7.47,10800,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.563397169,5.348495858
02/04/2006,i201423f0,99,-11.0555555555556,1.94444444444444,-4.55555555555556,3656.405762,6 - Nol Clingmans,20 000000 1423F0 21,274078,3937944,NOL,70.8,E,2148512.182,2148885.257,9,1.9,1852,1772.272727,0,0,59,105,1552,1900,1991,1966,1788,1394,66,20.71,5.58,264,5.81,10590,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-2.063161257,3.878959262
02/04/2006,i4413f5d9,98,-8.5,1.94444444444444,-3.27777777777778,3638.402832,6 - Nol Clingmans,44 000000 13F5D9 21,274035,3937936,NOL,77.82,E,2145182.006,2128250.467,9,1.84,1874,1772.272727,0,0,59,81,1498,1821,1904,1888,1757,1343,66,36.57,5.71,302.3,5.27,10210,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-2.130202781,3.681826304
02/04/2006,i81143268,104,-9,2.5,-3.25,3635.329346,6 - Nol Clingmans,81 000000 143268 21,274294,3937984,NOL,66.63,E,2130930.041,2139279.228,9,1.93,1749,1772.272727,0,0,59,103,1543,1894,1988,1961,1805,1382,74,20.93,4.72,111.8,6.21,10570,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.749285031,4.801899929
02/04/2006,i961422c9,108,-6,2.5,-1.75,5279.464355,6 - Nol Clingmans,96 000000  1422C9 21,274450,3938033,NOL,158.1,E,2352817.976,2531460.854,9,0.61,1687,1772.272727,0,0,59,154,1740,2016,2060,2049,1961,1631,102,20.72,0,0,10.67,11460,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.560349827,5.357456447
02/04/2006,ia31439b1,100,-10.5,3,-3.75,3633.217529,6 - Nol Clingmans,A3 000000 1439B1 21,274123,3937951,NOL,78.99,E,2148885.257,2143628.278,9,1.83,1831,1772.272727,0,0,59,101,1541,1890,1982,1957,1800,1377,74,22.81,5.42,226.3,6,10550,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.999167075,4.067131631
02/04/2006,ibb14196e,105,-6.55555555555556,2.5,-2.02777777777778,3692.938721,6 - Nol Clingmans,BB 000000 14196E 21,274339,3937998,NOL,68.01,E,2156802.678,2156801.654,9,1.92,1730,1772.272727,0,0,59,105,1556,1900,1990,1965,1813,1400,74,20.41,4.44,84.85,6.31,10620,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.691385533,4.97215112
02/04/2006,ibb144676,103,-8.5,3,-2.75,3646.303711,6 - Nol Clingmans,BB 000000 144676 21,274255,3937971,NOL,81.27,E,2144571.122,2143245.557,9,1.81,1770,1772.272727,0,0,59,102,1529,1887,1984,1955,1792,1363,74,28.34,4.96,143.2,6.28,10510,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.813279213,4.61372756
02/04/2006,ic8142ab2,106,-6,2.5,-1.75,3907.720947,6 - Nol Clingmans,C8 000000 142AB2 21,274381,3938007,NOL,74.94,E,2191803.438,2224942.979,9,1.87,1714,1772.272727,0,0,59,126,1634,1957,2041,2014,1864,1448,102,21,3.99,53.85,6.72,10960,0,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.642628061,5.115520544
02/04/2006,icc142a94,101,-8,2.5,-2.75,3669.095215,6 - Nol Clingmans,CC 000000 142A94 21,274163,3937955,NOL,68.89,E,2154816.379,2154821.223,9,1.91,1810,1772.272727,0,0,59,101,1549,1888,1977,1956,1806,1392,74,20.84,5.26,192.1,5.94,10570,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.935172893,4.255304
02/04/2006,icf140a09,102,-9.55555555555556,2.5,-3.52777777777778,3696.376709,6 - Nol Clingmans,CF 000000 140A09 21,274212,3937957,NOL,76.63,E,2164296.7,2154984.131,9,1.85,1790,1772.272727,0,0,59,91,1524,1856,1945,1926,1778,1368,74,32.96,5.14,170,6.03,10400,1,1,02,3.580516127,-0.003047342,20.47397009,-0.008960589,-1.874226053,4.43451578
